row_id,detector_positive,label,stratum,stratum_pop,task_id,config,model_id,seed
d4e52306ca1252bb,False,I0,parseable_label,14678,data_tierank_001_k0,heterogeneous-MAD,gemini-3.1-pro-preview,4002
680456ad8214a4e3,False,I0,parseable_label,14678,data_tierank_001_k1_tie_ranking,sc,gemini-3.5-flash,2
0b1a5cd4b5cde134,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_date_rounding,interpretation-diverse,gemini-3.5-flash,1002
dcfc9730ebff2716,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_date_rounding,interpretation-diverse,gemini-3.5-flash,2
f74aac2935acc651,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_fiscal_rounding,verifier,gpt-4o-mini,2003
497be943594fb544,False,I_perp,iperp_recall_risk,1767,code_roundcurr_001_k0,homogeneous-MAD,gpt-4o-mini,2001
08a4b6d059212005,True,I0,detector_positive,16,data_rate_001_k0,homogeneous-MAD,gemini-3.1-pro-preview,3000
801ba199cecaefd9,False,I1,parseable_label,14678,code_quarterdate_001_k1_date_format_convention,interpretation-diverse,claude-opus-4.8,2001
55403ebdf91227a3,False,I0,parseable_label,14678,data_geomean_001_k1_growth_averaging,homogeneous-MAD,claude-haiku-4.5,4001
cacaaffad23ee450,False,I_perp,iperp_recall_risk,1767,data_report_001_k2_all,sc,gpt-4o-mini,2002
0d5ddbbe875962fb,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_fiscal_date,sc,gpt-4o-mini,2
5f850d24e69076d6,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_date_rounding,verifier,gemini-3.1-pro-preview,1003
291d6a758138216e,False,I_perp,iperp_recall_risk,1767,policy_interest_001_k0,sc,gpt-4o-mini,2003
bfda55b4dddfd0f6,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,sc,gpt-5.6-sol,2002
0c290e72228e9ceb,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_fiscal_rounding,homogeneous-MAD,gemini-3.1-pro-preview,4003
4f1748c9c96f880b,False,I3,parseable_label,14678,policy_paymileage_001_k2_all,verifier,gpt-5.4,2003
fe84af4fdbd2dd8d,False,I3,parseable_label,14678,data_report_001_k2_all,heterogeneous-MAD,claude-sonnet-4.6,4001
4cfe86e6fcf84524,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,heterogeneous-MAD,gemini-3.1-pro-preview,3002
1f92d0bf65faae53,False,I_perp,iperp_recall_risk,1767,data_report_001_k2_all,single,gpt-4o-mini,0
16446a4f2f0c71e8,False,I0,parseable_label,14678,data_avgprice_001_k1_price_weighting,homogeneous-MAD,gemini-3.5-flash,3003
9c28a822c59849ce,False,I0,parseable_label,14678,data_tierank_001_k0,single,gemini-3.5-flash,0
4d6baa5b958fd959,False,I4,parseable_label,14678,code_invoice_001_k1_fiscal_year_start,homogeneous-MAD,gemini-3.1-pro-preview,4004
fcbcb93d95f8a7a2,False,I_perp,iperp_recall_risk,1767,data_report_001_k1_active_user_threshold,verifier,gpt-4o-mini,2003
9759fd81de8bfbe7,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,interpretation-diverse,claude-opus-4.8,2002
3c3723f8ef701cba,False,I0,parseable_label,14678,policy_interest_001_k0,homogeneous-MAD,gemini-3.5-flash,4004
3bef3d7fff65702a,False,I_perp,iperp_recall_risk,1767,code_getitems_001_k1_indexing_convention,sc,claude-opus-4.8,2003
5aeafe9aef34255c,False,I_perp,iperp_recall_risk,1767,data_report_001_k2_all,sc,gpt-4o-mini,0
d52d591dcdd6744f,False,I0,parseable_label,14678,data_avgprice_001_k1_price_weighting,homogeneous-MAD,claude-haiku-4.5,2000
b790ec12a20cc4f7,False,I3,parseable_label,14678,code_invoice_001_k2_date_rounding,sc,gpt-5.4,2001
0e0957eaf37dfbeb,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_date_rounding,sc,gemini-3.1-pro-preview,1003
861c9a8052960568,False,I_perp,iperp_recall_risk,1767,data_report_001_k1_active_user_threshold,interpretation-diverse,claude-haiku-4.5,0
ba9775fb3278c2ea,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k1_rounding_standard,sc,claude-haiku-4.5,2
be96033f927fd980,False,I2,parseable_label,14678,code_quarterdate_001_k2_all,interpretation-diverse,gemini-3.5-flash,2
5613e69964256b6f,True,I_perp,detector_positive,16,code_invoice_001_k2_date_rounding,interpretation-diverse,gemini-3.1-pro-preview,3
e89f315dd28fde1e,False,I_perp,iperp_recall_risk,1767,data_report_001_k1_active_user_threshold,sc,gpt-4o-mini,2001
653c1d3ec34bb86f,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,interpretation-diverse,gemini-3.1-pro-preview,1001
c95934c05889b78f,False,I_perp,iperp_recall_risk,1767,data_typical_001_k1_central_tendency,sc,gpt-5.4,2002
2fbce30bbed08143,False,I_perp,iperp_recall_risk,1767,code_roundcurr_001_k1_rounding_standard,homogeneous-MAD,gpt-5.6-sol,4003
38ba144c409977dd,True,I0,detector_positive,16,data_cumulative_001_k1_cumulative_interpretation,homogeneous-MAD,claude-haiku-4.5,3000
e54dbceba4d519d7,True,I0,detector_positive,16,data_cumulative_001_k0,homogeneous-MAD,claude-haiku-4.5,2000
85f05c9e47c6fa7a,False,I_perp,iperp_recall_risk,1767,data_report_001_k0,sc,gpt-4o-mini,1000
ebc544001191f091,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,interpretation-diverse,gemini-3.1-pro-preview,5
e279dda0fda7d606,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k1_rounding_standard,sc,gpt-5.6-sol,0
3c05bc699eae8fad,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k1_rounding_standard,verifier,gpt-4o-mini,2003
f245cbf4a485692e,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_fiscal_rounding,interpretation-diverse,claude-opus-4.8,1003
84d01248f7fdb2c8,False,I_perp,iperp_recall_risk,1767,code_getitems_001_k1_indexing_convention,homogeneous-MAD,gpt-5.4,3003
30340ab09ba48b64,False,I_perp,iperp_recall_risk,1767,data_report_001_k1_active_user_threshold,sc,gemini-3.1-pro-preview,1003
2723783ce10f7f2f,False,I_perp,iperp_recall_risk,1767,data_cumulative_001_k1_cumulative_interpretation,homogeneous-MAD,gpt-4o-mini,2000
25e1aa61095006bf,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k1_rounding_standard,sc,gemini-3.1-pro-preview,4
8edb20ac599dafbd,False,I_perp,iperp_recall_risk,1767,code_roundcurr_001_k0,homogeneous-MAD,gpt-4o-mini,4001
1ba4f59c1f088731,False,I1,parseable_label,14678,code_quarter_001_k1_fiscal_year_start,verifier,gpt-5.6-sol,2003
8472e59c418adeef,False,I0,parseable_label,14678,data_avgprice_001_k1_price_weighting,homogeneous-MAD,claude-opus-4.8,3001
4abf237832f2d08c,False,I0,parseable_label,14678,data_cumulative_001_k1_cumulative_interpretation,homogeneous-MAD,gemini-3.5-flash,3000
a4445409843c7012,False,I0,parseable_label,14678,code_quarterdate_001_k0,sc,gpt-5.6-sol,2000
fef5841f9e645ec0,False,I_perp,iperp_recall_risk,1767,code_roundcurr_001_k0,sc,gpt-4o-mini,1
09213c73863471e7,False,I2,parseable_label,14678,code_quarterdate_001_k1_fiscal_year_start,homogeneous-MAD,gpt-5.4,2003
6a25256f66551f19,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,sc,gpt-5.6-sol,1004
d235d8161ff06cc1,False,I1,parseable_label,14678,data_report_001_k1_avg_rounding,homogeneous-MAD,gemini-3.5-flash,2000
44c6ef2b611936db,False,I1,parseable_label,14678,policy_discount_001_k1_discount_basis,homogeneous-MAD,gpt-5.4,4002
a24a189948d8a2d4,False,I_perp,iperp_recall_risk,1767,code_roundcurr_001_k1_rounding_standard,sc,claude-opus-4.8,2003
f55929f36dd595ca,True,I_perp,detector_positive,16,data_report_001_k1_active_user_threshold,verifier,claude-haiku-4.5,3
98d0378a79312d0d,True,I0,detector_positive,16,data_rate_001_k1_rate_interval,homogeneous-MAD,claude-haiku-4.5,2002
fa703e99c0ce9762,True,I_perp,detector_positive,16,code_quarterdate_001_k1_date_format_convention,sc,claude-haiku-4.5,1003
f4a099a77d273be2,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k1_rounding_standard,verifier,gpt-4o-mini,1003
e919abc1ce5c21ca,False,I_perp,iperp_recall_risk,1767,code_getitems_001_k1_indexing_convention,sc,gpt-5.4,2004
301f15eac53a42ba,False,I1,parseable_label,14678,policy_interest_001_k1_compounding,sc,claude-opus-4.8,2001
4a7af1874b7ece59,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,homogeneous-MAD,gpt-5.6-sol,4003
aa9d5a2bdc8c292e,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,homogeneous-MAD,gpt-5.4,2003
14e5cd14c5d758ab,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k1_rounding_standard,interpretation-diverse,gemini-3.1-pro-preview,1001
26377c29b4ef1bc6,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,sc,gpt-5.4,1000
ce96678b757fec2c,False,I_perp,iperp_recall_risk,1767,data_typical_001_k0,sc,gpt-5.4,1000
ee77435b1badff89,False,I3,parseable_label,14678,code_quarterdate_001_k2_all,sc,gemini-3.5-flash,2003
83fd36a81bf9df2a,False,I0,parseable_label,14678,data_cumulative_001_k0,sc,gpt-5.6-sol,2
cfc43f51c3a5f99e,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_fiscal_rounding,verifier,claude-haiku-4.5,2003
3230e35e4f2cc9c7,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_date_rounding,verifier,gpt-4o-mini,2003
b03bc34207e2bbec,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,homogeneous-MAD,gemini-3.1-pro-preview,3003
af6bc352c59f5bb1,False,I0,parseable_label,14678,code_roundcurr_001_k1_rounding_standard,interpretation-diverse,gemini-3.5-flash,0
7a6188a91ad8b5e2,False,I1,parseable_label,14678,policy_interest_001_k1_compounding,interpretation-diverse,claude-opus-4.8,2001
93903cf9b02edbe1,False,I0,parseable_label,14678,data_geomean_001_k1_growth_averaging,sc,gpt-4o-mini,1001
eeed0ff2db2710f8,False,I3,parseable_label,14678,data_report_001_k2_all,sc,claude-opus-4.8,1001
6fa028feb01c7d24,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k1_rounding_standard,homogeneous-MAD,claude-haiku-4.5,4001
4889d2f48b84e861,False,I0,parseable_label,14678,policy_overtime_001_k0,homogeneous-MAD,gemini-3.1-pro-preview,2000
fbdfeb5e22c2e304,False,I_perp,iperp_recall_risk,1767,code_roundcurr_001_k1_rounding_standard,single,gpt-5.6-sol,0
8495ec49bb5133e9,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_fiscal_rounding,sc,gpt-5.4,2002
f7840243ca5fde28,False,I1,parseable_label,14678,policy_discount_001_k1_discount_basis,homogeneous-MAD,gemini-3.5-flash,2004
249fde4b44a4a9e5,False,I0,parseable_label,14678,policy_discount_001_k0,single,claude-haiku-4.5,1000
916f7a156576ea01,False,I_perp,iperp_recall_risk,1767,code_roundcurr_001_k1_rounding_standard,sc,gemini-3.5-flash,1001
3ba2edf210db217b,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,sc,gpt-4o-mini,1
5912458fa078b1cd,False,I_perp,iperp_recall_risk,1767,data_report_001_k1_active_user_threshold,verifier,claude-haiku-4.5,1003
d9271714d1510cb1,False,I_perp,iperp_recall_risk,1767,data_typical_001_k1_central_tendency,sc,gpt-5.4,2003
c4a5adb1082c7ae3,False,I_perp,iperp_recall_risk,1767,code_roundcurr_001_k0,interpretation-diverse,gpt-4o-mini,2000
336dd1b384fdb6fe,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k1_rounding_standard,verifier,gpt-5.6-sol,1003
543de2350d32a34b,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_date_rounding,interpretation-diverse,gpt-5.6-sol,0
5efdabebbd161ce2,False,I1,parseable_label,14678,code_date_001_k1_date_format_convention,sc,gpt-5.6-sol,1
e844ad78de58cf82,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k1_rounding_standard,sc,gpt-5.6-sol,2004
541272e0fcd49d16,True,I0,detector_positive,16,data_rate_001_k0,homogeneous-MAD,gemini-3.5-flash,2001
a2a3a5e44966e3ae,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_date_rounding,sc,gemini-3.1-pro-preview,2003
a27f18fa2d13fd32,False,I6,parseable_label,14678,code_invoice_001_k2_fiscal_date,homogeneous-MAD,gemini-3.5-flash,4001
22a2fa55257b606f,True,I0,detector_positive,16,data_typical_001_k1_central_tendency,sc,claude-haiku-4.5,1004
0c931bbdcde1ec7b,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k3_all,sc,gpt-4o-mini,3
64999e81e1f36cad,False,I_perp,iperp_recall_risk,1767,data_cumulative_001_k1_cumulative_interpretation,homogeneous-MAD,gpt-4o-mini,4002
222f8209c8491de3,False,I_perp,iperp_recall_risk,1767,data_report_001_k2_all,interpretation-diverse,gpt-4o-mini,0
6ce439d49f09a727,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k1_rounding_standard,sc,gpt-4o-mini,2001
6840576e3b8e6e83,False,I_perp,iperp_recall_risk,1767,code_invoice_001_k2_fiscal_rounding,homogeneous-MAD,gemini-3.1-pro-preview,4002
857955a8fe528dc7,False,I_perp,iperp_recall_risk,1767,code_getitems_001_k1_indexing_convention,sc,gpt-5.4,4
